"","g__Absiella","g__Acidaminococcus","g__Actinomyces","g__Adlercreutzia","g__Agathobaculum","g__Akkermansia","g__Alistipes","g__Allisonella","g__Anaerococcus","g__Anaeroglobus","g__Anaeromassilibacillus","g__Anaerostipes","g__Anaerotignum","g__Anaerotruncus","g__Asaccharobacter","g__Bacteroides","g__Barnesiella","g__Bifidobacterium","g__Bilophila","g__Blautia","g__Brachyspira","g__Butyricicoccus","g__Butyricimonas","g__Campylobacter","g__Candidatus_Gastranaerophilales_unclassified","g__Candidatus_Stoquefichus","g__Catenibacterium","g__Christensenella","g__Citrobacter","g__Cloacibacillus","g__Clostridiales_unclassified","g__Clostridium","g__Collinsella","g__Comamonas","g__Coprobacillus","g__Coprobacter","g__Coprococcus","g__Desulfovibrio","g__Desulfovibrionaceae_unclassified","g__Dialister","g__Dielma","g__Dorea","g__Eggerthella","g__Eisenbergiella","g__Enorma","g__Enterococcus","g__Enterorhabdus","g__Erysipelatoclostridium","g__Escherichia","g__Eubacteriaceae_unclassified","g__Eubacterium","g__Faecalibacterium","g__Faecalitalea","g__Firmicutes_unclassified","g__Flavonifractor","g__Fusicatenibacter","g__Fusobacterium","g__Gemella","g__Gemmiger","g__Gordonibacter","g__Haemophilus","g__Hafnia","g__Harryflintia","g__Holdemanella","g__Holdemania","g__Hungatella","g__Intestinibacter","g__Intestinimonas","g__Klebsiella","g__Lachnoclostridium","g__Lachnospira","g__Lachnospiraceae_unclassified","g__Lactobacillus","g__Lactococcus","g__Lactonifactor","g__Lawsonella","g__Lawsonibacter","g__Marvinbryantia","g__Massiliomicrobiota","g__Megamonas","g__Megasphaera","g__Methanobrevibacter","g__Methanomassiliicoccus","g__Methanosphaera","g__Mitsuokella","g__Monoglobus","g__Odoribacter","g__Oscillibacter","g__Oxalobacter","g__Parabacteroides","g__Paraprevotella","g__Parasutterella","g__Parvimonas","g__Peptococcus","g__Peptoniphilus","g__Peptostreptococcaceae_unclassified","g__Phascolarctobacterium","g__Prevotella","g__Propionibacterium","g__Proteobacteria_unclassified","g__Pseudoflavonifractor","g__Pseudomonas","g__Pyramidobacter","g__Raoultella","g__Romboutsia","g__Roseburia","g__Rothia","g__Ruminococcaceae_unclassified","g__Ruminococcus","g__Ruthenibacterium","g__Sanguibacteroides","g__Sellimonas","g__Serratia","g__Slackia","g__Streptococcus","g__Sutterella","g__Turicibacter","g__Turicimonas","g__Tyzzerella","g__Veillonella","g__Victivallis"
"66-rB",0,0,0,0,0.033,34.36886,10.50281,0,0,0,0,0.15749,0,0.03025,0,34.21687,0,0,0,1.65735,0,0,0,0,0,0,0,0,0,0,0,0.07943,0.80199,0,0,0,0.99375,0,0,0,0,0.02204,0,0.02398,0,0,0,0.00667,0,0,1.71939,1.01942,0,1.01053,0.05966,0,0,0,0,0.21353,0,0,0,0,0,0,0.00472,0,0,0.00116,0.10083,0.10431,0,0,0,0,0,0,0,0,0,1.04833,0,0,0,0,1.12376,0.25086,0,3.29541,0.07573,0,0,0,0,0,0.24674,0.05804,0,0,0,0,0,0,0,0.27693,0,5.83492,0.17417,0.3112,0,0,0,0,0.16082,0,0.01504,0,0,0,0
"66-rP",0,0,0,0,0,13.23096,14.02479,0,0,0,0,0.03729,0,0.00292,0,46.17267,0,0,0,2.51351,0,0,0,0,0,0,0,0,0,0,0,0.3064,1.41683,0,0,0,0.79692,0,0,0,0,0.17033,0,0,0,0.05412,0,0,0,0,0.87226,1.27326,0,0.99695,0,0.17084,0,0,0,0.00942,0,0,0,0,0,0,0.06321,0,0,0,0.64533,2.1416,0,0,0,0,0,0,0,0,0,1.32522,0,0,0,0,1.33203,2.06358,0,4.21603,0,0,0,0,0,0,0,0.25363,0.01212,0,0,0,0,0,0,0.32809,0,4.24104,0.79667,0.36112,0,0,0,0,0.01858,0,0.15228,0,0,0,0
"66-tB",0,0,0,0,0.05068,9.00171,12.43593,0,0,0,0,0.18767,0,0.04886,0,45.84331,0,0,0.0081,1.5121,0,0,0,0,0,0,0,0,0,0,0,0.18614,1.14431,0,0,0,0.71813,0,0,0,0,0.12797,0,0,0,0,0,0,0,0,2.0803,9.42289,0,0.40033,0,0.08454,0,0,0.00612,0.06512,0,0,0,0,0,0,0.03171,0,0,0,1.31711,0.38491,0,0,0,0,0,0,0,0,0,2.77918,0,0,0,0,1.16575,0.78881,0,6.30328,0.05049,0,0,0,0,0,0.01055,1.82273,0,0,0,0,0,0,0,0.41477,0,1.28025,0.17433,0.11161,0,0,0,0,0.00311,0,0.03719,0,0,0,0
"66-tP",0,0,0,0,0.10489,12.38151,12.31286,0,0,0,0,0.00488,0,0.03527,0,50.14802,0,0,0.03015,1.45403,0,0,0,0,0,0,0,0,0,0,0,0,1.21399,0,0,0,0.63473,0,0,0,0,0.27816,0,0,0,0,0,0,0,0,0.55664,2.48096,0,0.74098,0,0.68363,0,0,0,0.01739,0,0,0,0,0,0,0.01104,0,0,0.00894,0.80764,2.6411,0,0,0,0,0,0,0,0,0,0.74237,0,0,0,0,1.29259,2.35389,0,5.29018,0.0441,0,0,0,0,0,0,0.59846,0,0,0,0,0,0,0,0.44832,0,1.20364,1.15968,0.30754,0,0,0,0,0,0,0.01241,0,0,0,0
"68-rB",0,0,0,0.0975,0,0,29.75113,0,0,0,0.01288,0.15619,0,0,0.04588,28.58993,0,0,0,2.51976,0,0,0.18804,0,0,0,0,0,0,0,0,0.02386,0,0,0,0,0,0,0,0,0,0.64019,0.10643,0,0,0,0,0.16185,0,0,2.83521,2.65764,0,0.30506,0.03181,1.35511,0,0,0,0.20238,0,0,0.05174,0,0,0,0,0,0,0,0,0.22747,0,0,0,0,0,0,0,0,0,0.81146,0,0,0,2.16189,1.14228,0,0,6.02959,0,0.03131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29471,0,0.54535,18.65304,0.21663,0,0.06306,0,0,0.09061,0,0,0,0,0,0
"68-rP",0,0,0,0.17729,0,0.00278,22.99937,0,0,0,0.01149,0.45391,0,0,0.18425,36.7714,0,0,0,1.50763,0,0,0.13867,0,0,0,0,0,0,0,0,0.02083,0,0,0,0,0,0,0,0.33486,0,0.15154,0,0,0,0,0,0.01974,0,0,5.97868,7.12555,0,0.29962,0,1.23207,0,0,0.02575,0.15922,0,0,0.0292,0,0,0,0,0,0,0,0,0.33605,0,0.02487,0,0,0,0,0,0,0,1.15241,0,0,0,1.26888,0.97271,0,0,2.93444,0,0.56429,0,0,0,0,0,0,0,0.00349,0,0,0,0,0,0.4374,0,0.01292,13.23753,0.15606,0,0.1377,0,0,1.13741,0,0,0,0,0,0
"68-tB",0,0,0,0.14005,0,0.26421,35.67809,0,0,0,0.03587,0.24986,0,0.01126,0.18855,28.03238,0,0,0,2.72833,0,0,0.28279,0,0,0,0,0,0,0,0,0.01765,0,0,0,0,0,0,0,0,0,0.22732,0,0,0,0,0,0.0977,0,0,4.81671,4.85161,0,0.40502,0.01092,1.5414,0,0,0.01786,0.36404,0,0,0.0135,0,0.00219,0,0,0,0,0.0102,0,1.38517,0,0,0,0,0,0,0,0,0,0.60864,0,0,0,2.17826,1.20686,0,0,2.25436,0,0.6213,0,0,0,0,0,0,0,0.0119,0,0,0,0,0,0.15771,0,0.05051,9.96471,0.19112,0,0.16299,0,0,1.21897,0,0,0,0,0,0
"68-tP",0,0,0,0.11549,0,0.1631,30.76807,0,0,0,0.02291,0.21901,0,0,0.13718,35.91915,0,0,0,1.75163,0,0,0.09559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25704,0.04055,0,0,0,0,0.21999,0,0,6.38481,3.59932,0,0.36152,0,0.03687,0,0,0,0.11614,0,0,0,0,0,0,0,0,0,0,0,0.51675,0.03385,0,0,0,0,0,0,0,0,0.92796,0,0,0,0.21453,1.00209,0,0,2.49629,0,0.81676,0,0,0,0,0,0,0,0.01153,0,0,0,0,0,0.13385,0,0.1508,8.57582,0.12038,0,0.15885,0,0,4.63217,0,0,0,0,0,0
"7-rB",0,0,0,0,0.13866,0,0,0,0,0,0,1.04387,0,1.44613,0,53.43903,0,1.1224,0,6.46265,0,0,0,0,0,0,0,0,0,0,0,0.1425,2.70198,0,0,0,0,0,0,0.68751,0,0.12089,0.38947,0.02352,0,0,0.20979,0.29441,0.05005,0,5.12881,0.39267,0,0.02379,2.99425,0,0.02455,0,0,0.01424,0,0,0,0,0,0.13912,0.12953,1.10433,0,2.19915,1.56501,4.15673,0,0.17276,0,0,0,0,0,0,0,0,0,0,0,0.0178,0,0,0,1.95593,0,2.56752,0,0,0,0,0,0,0,0.89459,0,0,0,0,0,1.65875,0,0,3.71828,1.55005,0,0.74727,0,0,0.47426,0,0,0.09775,0,0,0
"7-rP",0.03134,0,0,0,0,0,0,0,0,0,0.05774,3.19803,1.99232,1.43693,0,26.9938,0,2.093,0,9.17092,0,0,0,0,0,0.01829,0,0,0,0,0,0.79604,3.28373,0,0,0,0,0,0,0.07305,0,0.11281,0.12657,0.14074,0,0,0.05869,0.12782,0.24157,0,3.95863,0.92083,0,0.77162,6.01412,0,0,0,0,0,0,0,0,0,0,0.08494,0.00587,4.72292,0,2.6007,1.41038,7.0749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49856,0,0,0,1.46954,0,1.84203,0,0,0,0,0,0,0,2.57848,0.1002,0,0,0,0,1.78118,0,0.00503,7.66452,1.51617,0,0.66962,0,0,4.23338,0,0,0.12299,0,0,0
"7-tB",0,0,0,0,0,0,0,0,0,0,0,0.34384,0.2459,0,0,50.3864,0,0.46761,0,2.62558,0,0,0,0,0,0,0,0,0,0,0,0.06339,0.49946,0,0,0,0,0,0,0.1022,0,0,0,0,0,0,0,0,0,0,0.85647,2.70412,0,0,3.24663,0,0,0,0,0,0,0,0,0,0,0,0,1.34425,0,0.13716,1.75039,27.17868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71095,0,1.89556,0,0,0,0,0,0,0,0.90677,0,0,0,0,0,1.73726,0,0,2.14184,0.29823,0,0,0,0,0.35732,0,0,0,0,0,0
"7-tP",0,0,0,0,0,0,0,0,0,0,0.03257,4.56225,0.77982,2.3841,0,40.46928,0,2.73086,0,5.30896,0,0,0,0,0,0.26729,0,0,0,0,0,0.64931,3.88685,0,0,0,0,0,0,0.07582,0,0.11177,0.31872,0.20604,0,0,0.04747,0.1382,0,0.02973,1.19051,0.41766,0,1.47204,1.77827,0,0,0,0.00776,0,0,0,0,0,0,0.05876,0,5.51126,0.01932,3.83449,0.68436,4.34332,0.00399,0,0,0,0.02352,0,0,0,0,0,0,0,0,0.22229,0,0,0,1.77604,0,1.92559,0,0,0,0,0,0,0,2.09843,0.27638,0,0,0,0,0.43893,0,0.02045,6.95083,2.70705,0,0.66648,0,0,1.44493,0,0,0.12829,0,0,0
"70-rB",0,1.35827,0,0.07787,0,10.20455,15.76101,0,0,0,0,1.10884,0.10854,0,0.09818,32.82455,0,1.70573,0.1801,1.31347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85041,0,1.32009,0.0662,0.02469,0,0,0,0,0,0,1.47653,4.33998,0,0.52805,0.08626,2.02443,0,0,0.01687,0.03576,0,0,0.0072,0,0.07078,0,0,0.19509,0,0.01823,0,2.45204,0.0165,0,0,0,0.67318,0,0,0,0,0.08422,0,0,0,0.10185,0.77264,5.67004,0.01828,0,0,0.22194,0,0,0,0,0,0,0,1.66493,0.035,0,0,0,0,1.55895,0,0.37616,10.20551,0.32224,0,0,0,0,0.00311,0,0,0.02172,0,0,0
"70-rP",0,1.48543,0,0.0293,0,8.43216,14.10543,0,0,0,0,0.746,0.37645,0.00639,0.04907,41.69662,0,0.95417,0.08776,0.92511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28199,0,0.66469,0.03419,0,0,0,0,0,0,0,2.46733,1.4946,0,0.21972,0.21217,1.89769,0,0,0.00679,0,0,0,0,0,0.09671,0,0,0,0,0.03214,0,3.46972,0,0,0,0,0.22504,0,0,0,0,0,0,0,0,0,1.53479,2.55083,0.02247,0,0,0.17201,0,0,0,0,0,0,0,1.52894,0,0,0,0,0,0.88089,0,0.14069,12.67035,0.49869,0,0,0,0,0,0,0,0.00364,0,0,0
"70-tB",0,1.37715,0,0.14894,0,9.08508,19.69719,0,0,0,0,0.77207,0.11622,0.00476,0.16639,19.87856,0,2.07513,0.07359,1.80185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21289,0,1.85565,0.12511,0,0,0,0,0,0,0,1.87626,4.16054,0,1.04374,0.26987,4.23271,0,0,0,0.0827,0,0,0,0,0.01744,0,0,0.26,0,0,0,1.99796,0,0.07794,0,0,0.96197,0,0,0,0,0.26679,0,0,0,0.27692,0.8234,3.33306,0.04319,0,0,0.06528,0,0,0,0,0,0,0,0.93489,0.073,0,0,0,0,0.73262,0,1.35532,19.0002,0.7236,0,0,0,0,0,0,0,0,0,0,0
"70-tP",0,1.59852,0,0.06249,0,7.7611,16.15492,0,0,0,0,1.01897,0.12999,0,0.11121,31.61906,0,0.99632,0.10303,1.29754,0,0,0,0,0,0,0,0,0,0,0,0.00251,0,0,0,0,0,0,0,0.25646,0,0.978,0.06683,0,0,0,0,0,0,0,2.2636,2.29829,0,0.46496,0.03728,2.22737,0,0,0.00263,0.0241,0,0,0,0,0.02266,0,0,0.08891,0,0.04051,0,12.19634,0,0,0,0,0.4241,0,0,0,0,0.18634,0,0,0,0.09333,0.91262,4.39096,0,0,0,0.13122,0,0,0,0,0,0,0,1.36031,0.0517,0,0,0,0,0.72503,0,1.23236,8.36325,0.30518,0,0,0,0,0,0,0,0,0,0,0
"71-rB",0,0,0,0.06557,0,0,7.07734,0,0,0,0,1.00742,0.11571,0,0.02095,68.73077,0,0,0.10938,1.11413,0,0,0,0,0,0.2809,0,0,0,0,0,1.20774,0,0,0,0,0,0,0,0,0,0.32647,0.0708,0,0.42744,0,0,0.20713,0,0,0.05359,3.87107,0,0,1.11551,0,0,0,0,0,0,0,0,0,0,0.08909,0.03552,0.10575,0,1.49317,0,0,0,0,0,0,0.82094,0,0,0,0,0,0,0,0,0,1.02449,0.05477,0,7.86637,0,0,0,0,0,0,1.38316,0,0,0,0,0,0,0,0,0.25111,0,0.26886,0,0.79787,0,0.00696,0,0,0,0,0,0,0,0,0
"71-rP",0,0,0,0.05421,0,0,6.00272,0,0,0,0,1.59765,0.02161,0,0.01748,69.54793,0,0,0.14339,0.82274,0,0,0,0,0,0.08864,0,0,0,0,0,0.60541,0,0,0,0,0,0,0,0,0,0.42394,0.03879,0,0.49716,0,0,0.03203,0.04782,0,1.69392,5.41732,0,0,0.31582,0,0,0,0,0.0335,0,0,0,0,0.05171,0.01961,0,0.01186,0,0.45901,0,0,0,0,0,0,0.4902,0,0,0,0,0,0,0,0,0,0.80996,0.08496,0,3.24972,0,0,0,0,0,0,1.26039,0,0,0,0,0,0,0,0,2.6173,0,0.02126,3.10152,0.42043,0,0,0,0,0,0,0,0,0,0,0
"71-tB",0,0,0,0.17202,0,0,11.84082,0,0,0,0,0.81771,0.16961,0.0329,0.06786,32.03267,0,0,0.5375,6.28203,0,0,0,0,0,0.57373,0,0,0,0,0,3.41717,0,0,0.0465,0,0,0,0,0,0,1.97375,0.30644,0.08508,3.50932,0,0,0.09711,0.14188,0,2.01464,10.34555,0,0,1.53696,0,0,0,0,0.23861,0,0,0.00193,0,0.22231,0.21857,0.06337,1.20951,0,1.00431,0,0,0,0,0,0,1.41391,0,0,0,0,0,0,0,0,0,0.39547,0.15626,0,4.84701,0,0,0,0,0,0,2.1386,0,0,0,0,0,0,0,0,0.45986,0,0.23023,8.29312,3.10569,0,0,0,0,0,0,0,0,0,0,0
"71-tP",0,0,0,0.00422,0,0,6.73053,0,0,0,0,2.50806,0.11327,0,0.00488,60.22116,0,0.15067,0.39872,2.30002,0,0,0,0,0,0,0,0,0,0,0,1.30002,0,0,0,0,0,0,0,0,0,1.15735,0.06267,0,0.71013,0.05665,0,0.18747,0.21524,0,2.08673,10.03205,0,0,0.69998,0,0,0,0,0.00439,0,0,0,0,0.02504,0,0,0,0,0.19729,0,0,0,0,0,0,0.41917,0,0,0,0,0,0,0,0,0,1.04461,0.26554,0,4.55713,0,0,0,0,0,0,1.44195,0,0,0,0,0,0,0,0,2.51586,0,0.06959,0.456,0.06362,0,0,0,0,0,0,0,0,0,0,0
"76-rP",0,0,0,0.28893,0,0.7327,10.21018,0,0,0,0,3.31875,0.12888,0.03847,0.32655,35.63643,0,0,0.10547,6.22232,0,0,0,0,0,0,0,0,0,0,0,0.5594,3.53462,0,0,0,1.46957,0,0,0,0,0.94601,0.38236,0.06697,0,0,0,0.0454,0,0,2.37955,1.48585,0,2.1842,1.40857,8.10531,0,0,0,0.17846,0,0,0.00347,0,0,0,0,0.39482,0,0.39034,2.24592,0,0,0,0,0,0.95663,0,0,0,0,0,0,0,0,0,0.6006,0,0,0.29368,0,0,0,0,0,0,0,0,0.02725,0,0,0,0,0,0,0.18325,0,7.60349,6.08367,0.93662,0,0.11091,0,0,0.41439,0,0,0,0,0,0
"76-tB",0,0,0,0.38562,0,4.11751,35.11732,0,0,0,0,2.78311,0.11704,0.0306,0.4091,16.52508,0,0,0.16557,4.78209,0,0,0,0,0,0,0,0,0,0,0,0.23479,3.47537,0,0,0,1.26826,0,0,0,0,0.57933,0.56624,0.27052,0,0,0,0.03353,0,0,4.15228,3.06052,0,4.17679,0.90715,2.00227,0,0,0,0.4526,0,0,0,0,0.00237,0,0,0.04204,0,0.24297,1.33558,0,0,0,0,0,0.57081,0,0,0,0,0,0,0,0,0,0.22445,0,0,0.45306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25785,0,3.42224,6.64783,0.83459,0,0.06843,0,0,0.28509,0,0,0,0,0,0
"76-tP",0,0,0,0.37686,0,5.64265,16.40126,0,0,0,0,4.41916,0.12093,0.05895,0.41254,27.19755,0,0,0.15075,3.58404,0,0,0,0,0,0,0,0,0,0,0,0.50209,5.28776,0,0,0,1.38429,0,0,0,0,0.92379,0.50997,0.17452,0,0,0,0.09643,0,0,3.43422,0.63344,0,3.44113,1.18402,9.55184,0,0,0,0.33863,0,0,0,0,0,0,0,0.13559,0,0.32426,1.95377,0,0,0.00437,0,0,0.54246,0,0,0,0,0,0,0,0,0,0.32632,0,0,0.40955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24594,0,3.20119,5.87289,0.82074,0,0.01317,0,0,0.32292,0,0,0,0,0,0
"77-rB",0,0,0,0.26425,0,0,10.12286,0,0,0,0,0,0,0.00918,0.17283,56.99008,0,2.4551,0,17.35169,0,0.08691,0,0,0,0,0,0,0,0,0,0.03273,0,0,0,0,0,0,0,0,0,0.2835,0.21508,0.05156,0,0,0,0.53651,0,0,1.10244,0,0,0,1.2172,0,0,0,0.13561,0.02579,0,0,0,0,0,0,0,0,0.17443,0.46904,0,0,0.00887,0,0.00814,0,0.15722,0,0.00318,0,3.43317,0,0,0,0,0,0,0,0,3.75248,0,0,0,0,0,0,0.59349,0,0,0,0,0,0,0,0,0,0,0,0,0.1775,0,0,0,0,0.16918,0,0,0,0,0,0
"77-rP",0,0,0,0.12199,0,0,5.8987,0,0,0,0,0,0,0,0.0725,67.20508,0,0.00829,0,16.91832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17942,0.12176,0,0,0.06821,0,0.20722,0,0,0.18028,0,0,0,0.71308,0,0,0,0,0.0247,0,0,0,0,0,0,0,0,0,0.72637,0,0,0.04678,0,0,0,0.02771,0,0,0,3.53367,0,0,0,0,0,0,0,0,3.24072,0,0,0,0,0,0,0.56359,0,0,0,0,0,0,0,0,0,0,0.0888,0,0.05281,0,0,0,0,0,0,0,0,0,0,0
"77-tB",0,0,0,0.02911,0.00381,0,0.67519,0,0,0,0,0.40255,0.44387,0.21471,0.02568,59.52224,0,1.2308,0,6.86005,0,0,0,0,0,0.01539,0,0,0,0,0,0.37611,1.14613,0,0,0,0,0,0,0.04379,0,0.10587,0.07182,0.06797,0,0,0,0.02637,0,0,1.75483,0.86018,0,0.07675,2.85812,0,0,0,0.01931,0,0,0,0,0,0,0,0.10231,0.99566,0,0.94155,0.85706,8.80644,0,0,0,0,0.00228,0,0,0,0.70268,0,0,0,0,0.60836,0,0,0,1.16715,0,1.93014,0,0,0,0,0.12606,0,0,1.63563,0,0,0,0,0,0.64361,0,0,2.43279,0.73292,0,0.37441,0.29178,0,0.71947,0,0,0.09904,0,0,0
"77-tP",0,0,0,0.06745,0,0,5.09433,0,0,0,0,0,0,0,0.04125,78.79095,0,0.18289,0,6.85977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11127,0.05811,0.14181,0,0,0,0.19655,0,0,0.61136,0,0,0,0.7174,0,0,0,0.01815,0.0019,0,0,0,0,0,0,0.00242,0,0,0.5007,0,0,0.1039,0,0,0,0.03493,0,0,0,1.98515,0,0,0,0,0,0,0,0,3.72714,0,0,0,0,0,0,0.21799,0,0,0,0,0,0,0,0,0,0,0.29572,0,0.158,0,0,0.0404,0,0.04047,0,0,0,0,0,0
"79-rB",0,0,0,0.00167,0.02405,0.2274,1.99695,0,0,0,0,0.48625,0,0,0.02864,7.94671,0,1.46561,0.00155,0.83346,0,0,0,0,0,0,0.05381,0,0,0,0,0.00771,1.23877,0,0,0,0.45397,0,0,0.58866,0,0.79924,0,0,0,0,0,0.01044,0,0,1.03611,2.14462,0,0,0.08258,1.66862,0,0,0.15338,0,0.01626,0,0,0,0,0,0,0,0,0,0.83135,2.27767,0,0,0,0,0.01823,0,0,0,0,0,0,0,0,0,0.35175,0,0,5.32143,0,0.55434,0,0,0,0,0,64.80073,0,0.09586,0,0,0,0,0,1.50905,0,0,1.0773,0,0,0,0,0,1.85893,0,0,0.03692,0,0,0
"79-rP",0,0,0,0.05746,0.25119,2.65744,9.45307,0,0,0,0,0.75276,0,0,0.10966,23.04535,0,2.81084,0.03121,0.98461,0,0,0,0,0,0,0.04588,0,0,0,0,0.10354,2.02221,0,0,0,0.63273,0,0,1.1298,0,1.79311,0,0,0,0,0,0.04825,0.02731,0,1.55501,8.51231,0,0.31789,0.88632,0.99169,0,0,0.25734,0,0,0,0,0,0,0,0.05337,0,0,0,0.6325,1.77954,0.08441,0,0,0,0.25784,0,0,0,0,0,0,0,0,0.18057,0.86876,0.01031,0,3.18295,0,1.20031,0,0,0,0,0,26.66943,0,0.25049,0,0,0,0,0,2.34674,0,0.00994,1.53259,0.09564,0,0,0,0,2.15913,0,0,0.20849,0,0,0
"79-tB",0,0,0,0.02835,0,5.68366,10.6051,0,0,0,0,0.96659,0,0,0.05973,19.7014,0,2.51522,0.04216,0.94864,0,0,0,0,0,0,0,0,0,0,0,0.08926,1.44563,0,0,0,0.604,0,0,1.42452,0,1.6256,0,0,0,0,0,0,0,0,2.74952,5.04575,0,0.20539,0.49755,1.38353,0,0,0.16819,0.01971,0,0,0,0,0.0501,0,0.00157,0,0,0,2.29832,4.65387,0,0,0,0,0.25195,0,0,0,0,0,0,0,0,0.03943,0.7794,0,0,4.4322,0,1.51989,0,0,0,0,0,21.36636,0,0.25589,0,0,0,0,0,1.39923,0,0.31232,4.80802,0.0749,0,0,0,0,1.79163,0,0.01948,0.13597,0,0,0
